,text,setiment
554,"['the', 'n', 'd', 'a', 'f', 'd', 'a', 'vital', 'maintaining', 'expanding', 'y', 'o', 'you', 's', 'national', 'security', 'advantages', 'adversaries', 'miss', 'benefits', 'important', 'contributions', 'fortify', 'national', 'defense', 'protect', 'interests', 'around', 'globe']",positive
555,['coeur'],positive
556,"['telehealth', 'valuable', 'tool', 'provide', 'care', 'protect', 'people', 'c', 'o', 'v', 'i', 'd', 'pandemic', 'pleased', 'task', 'force', 'making', 'accessible', 'flatten', 'curve', 'you', 'm', 'm', 'd', 'telecoms']",positive
557,"['today', 's', 'b', 'agov', 'announced', 'officially', 'paycheck', 'protection', 'program', 'funds', 'every', 'senate', 'republican', 'ready', 'act', 'today', 'democrats', 'let', 'us', 'help', 'workers', 'small', 'businesses', 'hurt', 'covid', 'even', 'total', 'shutdowns']",negative
558,"['telehealth', 'valuable', 'tool', 'provide', 'care', 'protect', 'people', 'c', 'o', 'v', 'i', 'd', 'pandemic', 'pleased', 'task', 'force', 'making', 'accessible', 'flatten', 'curve', 'you', 'm', 'm', 'd', 'telecoms']",positive
559,"['today', 's', 'b', 'agov', 'announced', 'officially', 'paycheck', 'protection', 'program', 'funds', 'every', 'senate', 'republican', 'ready', 'act', 'today', 'democrats', 'let', 'us', 'help', 'workers', 'small', 'businesses', 'hurt', 'covid', 'even', 'total', 'shutdowns']",negative
560,"['telehealth', 'valuable', 'tool', 'provide', 'care', 'protect', 'people', 'c', 'o', 'v', 'i', 'd', 'pandemic', 'pleased', 'task', 'force', 'making', 'accessible', 'flatten', 'curve', 'you', 'm', 'm', 'd', 'telecoms']",positive
561,"['today', 's', 'b', 'agov', 'announced', 'officially', 'paycheck', 'protection', 'program', 'funds', 'every', 'senate', 'republican', 'ready', 'act', 'today', 'democrats', 'let', 'us', 'help', 'workers', 'small', 'businesses', 'hurt', 'covid', 'even', 'total', 'shutdowns']",negative
562,"['my', 'husband', 'john', 'lived', 'code', 'country', 'first', 'we', 'republicans', 'americans', 'foremost', 'there', 'one', 'candidate', 'race', 'stands', 'values', 'nation', 'joe', 'biden']",neutral
563,"['my', 'heart', 'broken', 'i', 'lucky', 'lived', 'adventure', 'loving', 'incredible', 'man', 'years', 'he', 'passed', 'way', 'lived', 'terms', 'surrounded', 'people', 'loved', 'place', 'loved', 'best']",positive
564,"['it', 'high', 'honor', 'included', 'group', 'arizonans', 'served', 'state', 'nation', 'well', 'like', 'late', 'husband', 'john', 'censured', 'a', 'z', 'g', 'o', 'p', 'i', 'wear', 'badge', 'honor']",positive
565,"['it', 'missouri', 'stone', 'cold', 'idiot']",negative
566,"['joe', 'biden', 'self', 'control', 'presidential']",neutral
567,"['it', 'really', 'ironic', 'watching', 'joe', 'biden', 'ask', 'gov', 'cuomo', 'resign', 'touching', 'people', 'inappropriately']",negative
568,"['the', 'fastest', 'growing', 'career', 'field', 'america', 'victimhood']",neutral
569,"['j', 'p']",negative
570,"['this', 'morning', 'i', 'spoke', 'c', 'e', 'o', 'vista', 'energy', 'north', 'texas', 'based', 'energy', 'company', 'shared', 'troubling', 'account', 'state', 'e', 'r', 'c', 'o', 't', 's', 'response', 'leading', 'week', 'storm']",negative
571,"['this', 'morning', 'i', 'spoke', 'c', 'e', 'o', 'vista', 'energy', 'north', 'texas', 'based', 'energy', 'company', 'shared', 'troubling', 'account', 'state', 'e', 'r', 'c', 'o', 't', 's', 'response', 'leading', 'week', 'storm']",negative
572,"['congratulations', 'president', 'elect', 'joe', 'biden', 'vice', 'president', 'elect', 'kamala', 'harris', 'american', 'people', 'voted', 'record', 'numbers', 'showing', 'strength', 'vibrancy', 'democracy']",positive
573,"['i', 'pleased', 'announce', 'i', 'accepted', 'role', 'director', 'hoover', 'institute', 'stanford', 'it', 'honor', 'lead', 'historic', 'institution', 'second', 'century']",positive
574,"['what', 'mean', 'boo', 'black', 'congresswoman', 'denouncing', 'white', 'supremacy']",negative
575,"['what', 'mean', 'boo', 'black', 'congresswoman', 'denouncing', 'white', 'supremacy']",negative
576,"['what', 'mean', 'boo', 'black', 'congresswoman', 'denouncing', 'white', 'supremacy']",negative
577,"['my', 'first', 'resolution', 'congress', 'call', 'expulsion', 'republican', 'members', 'congress', 'invited', 'domestic', 'terror', 'attack', 'capitol']",negative
578,"['i', 'want', 'unite', 'responsible', 'insurrection', 'nation', 'capitol', 'i', 'want', 'us', 'unite', 'holding', 'accountable']",negative
579,"['expel', 'republican', 'members', 'congress', 'incited', 'white', 'supremacist', 'attempted', 'coup']",negative
580,"['ted', 'cruz', 'needs', 'resign', 'take', 'josh', 'hawley']",negative
581,"['it', 'divisive', 'call', 'white', 'supremacy', 'what', 'divisive', 'work', 'eliminate']",negative
582,"['i', 'miss', 'obama', 'i', 'miss', 'husband', 'dem', 'convention']",negative
583,"['kamala', 'harris', 'shit', 'prove']",negative
584,"['donald', 'trump', 'jr', 'president', 'eldest', 'son', 'shared', 'another', 'person', 'tweet', 'democratic', 'debate', 'week', 'falsely', 'claimed', 'senator', 'kamala', 'harris', 'black', 'enough', 'discussing', 'plight', 'black', 'americans', 'he', 'later', 'deleted', 'part', 'i']",negative
585,"['kamala', 'harris', 'wants', 'destroy', 'jobs', 'colorado']",negative
586,"['i', 'work', 'people', 'colorado']",neutral
587,"['kamala', 'harris', 'wants', 'destroy', 'jobs', 'colorado']",negative
588,"['i', 'work', 'people', 'colorado']",neutral
589,"['i', 'talking', 'leader', 'mc', 'connell', 'well', 'senate', 'utah', 'legalization', 'medical', 'marijuana', 'sen', 'orrin', 'hatch', 'walked', 'dryly', 'remarked', 'firsttea', 'coffee']",neutral
590,['istanbul'],neutral
591,"['showed', 'convention', 'donald', 'trump', 'sent', 'surrogate', 'cruz', 'swept', 'election', 'show']",neutral
592,"['i', 'attended', 'c', 'o', 'g', 'o', 'con', 'conventions', 'years', 'it', 'requires', 'organization', 'grassroots', 'win', 'cruz', 'trump', 'end', 'story']",neutral
593,"['hickenlooper', 'lying', 'coloradans', 'he', 'pack', 'supreme', 'court', 'stop', 'coward', 'john', 'stand', 'radicals']",negative
594,"['hickenlooper', 'declining', 'say', 'whether', 'believes', 'congressional', 'democrats', 'pursue', 'specific', 'policy', 'responses', 'y', 'o', 'you', 's', 'senate', 'confirmation', 'amy', 'coney', 'barrett', 'supreme', 'court', 'section', 'w']",neutral
595,"['mr', 'president', 'must', 'call', 'evil', 'name', 'these', 'white', 'supremacists', 'domestic', 'terrorism']",negative
596,"['praying', 'hurt', 'killed', 'today', 'charlottesville', 'this', 'nothing', 'short', 'domestic', 'terrorism']",negative
597,"['read', 'full', 'statement', 'supreme', 'court', 'vacancy']",neutral
598,"['i', 'hope', 'latest', 'events', 'made', 'clear', 'iran', 'united', 'states', 'never', 'back', 'protecting', 'people', 'interests', 'allies', 'watch', 'full', 'remarks', 'today', 'senate', 'floor']",positive
599,"['the', 'hong', 'kong', 'police', 'turning', 'c', 'you', 'h', 'k', 'war', 'zone', 'watching', 'beijing', 'erode', 'freedom', 'hong', 'kong', 'real', 'time', 'we', 'must', 'stand', 'h', 'k', 'hong', 'kong', 'protests', 'n', 'm', 'no']",negative
600,"['mr', 'president', 'must', 'call', 'evil', 'name', 'these', 'white', 'supremacists', 'domestic', 'terrorism']",negative
601,"['praying', 'hurt', 'killed', 'today', 'charlottesville', 'this', 'nothing', 'short', 'domestic', 'terrorism']",negative
602,"['read', 'full', 'statement', 'supreme', 'court', 'vacancy']",neutral
603,"['i', 'hope', 'latest', 'events', 'made', 'clear', 'iran', 'united', 'states', 'never', 'back', 'protecting', 'people', 'interests', 'allies', 'watch', 'full', 'remarks', 'today', 'senate', 'floor']",positive
604,"['the', 'hong', 'kong', 'police', 'turning', 'c', 'you', 'h', 'k', 'war', 'zone', 'watching', 'beijing', 'erode', 'freedom', 'hong', 'kong', 'real', 'time', 'we', 'must', 'stand', 'h', 'k', 'hong', 'kong', 'protests', 'n', 'm', 'no']",negative
605,"['kamala', 'harris', 'wants', 'destroy', 'jobs', 'colorado']",negative
606,"['i', 'work', 'people', 'colorado']",neutral
607,"['kamala', 'harris', 'wants', 'destroy', 'jobs', 'colorado']",negative
608,"['i', 'work', 'people', 'colorado']",neutral
609,"['mr', 'president', 'must', 'call', 'evil', 'name', 'these', 'white', 'supremacists', 'domestic', 'terrorism']",negative
610,"['praying', 'hurt', 'killed', 'today', 'charlottesville', 'this', 'nothing', 'short', 'domestic', 'terrorism']",negative
611,"['read', 'full', 'statement', 'supreme', 'court', 'vacancy']",neutral
612,"['mr', 'president', 'must', 'call', 'evil', 'name', 'these', 'white', 'supremacists', 'domestic', 'terrorism']",negative
613,"['praying', 'hurt', 'killed', 'today', 'charlottesville', 'this', 'nothing', 'short', 'domestic', 'terrorism']",negative
614,"['read', 'full', 'statement', 'supreme', 'court', 'vacancy']",neutral
615,"['daniel', 'cameron', 'courageous', 'leader', 'knows', 'knows', 'stands', 'i', 'proud', 'stand', 'daniel', 'shared', 'vision', 'commonwealth', 'kentucky', 'great', 'state', 'indiana', 'united', 'states', 'america']",positive
616,"['listening', 'senator', 'lankford', 'local', 'radio', 'show', 'claim', 'democrats', 'want', 'many', 'abortions', 'possible', 'absolutely', 'untrue', 'we', 'fighting', 'protect', 'right', 'bodily', 'autonomy', 'ensure', 'women', 'access', 'medical', 'procedure', 'many', 'cases', 'saves', 'lives']",negative
617,"['criminalizing', 'abortion', 'end', 'abortion', 'goal', 'may', 'end', 'abortion', 'read', 'primary', 'elections', 'our', 'health', 'care', 'system', 'harmed', 'result', 'keeping', 'physicians', 'practicing', 'uk', 'us', 'ireland', 'we', 'think', 'legislate', 'profession', 'death', 'day', 'day']",negative
618,"['i', 'known', 'terri', 'years', 'loved', 'job', 'o', 's', 'd', 'e', 'darn', 'good', 'she', 'shares', 'truth', 'applying', 'federal', 'grants', 'he', 'simply', 'unfit', 'lead', 'taking', 'schools', 'path', 'destruction']",positive
619,"['we', 'must', 'end', 'death', 'penalty']",negative
620,"['president', 'john', 'f', 'kennedy', 'murdered', 'years', 'ago', 'today', 'at', 'least', 'one', 'culprits', 'still', 'living', 'george', 'herbert', 'walker', 'bush']",negative
621,"['w', 'e', 'd', 'i', 'd', 'i', 't', 'n', 'c', 'thank', 'north', 'carolina']",positive
622,"['boarding', 'air', 'force', 'one', 'heading', 'charlotte', 'n', 'c', 'opportunity', 'n', 'o', 'w', 'summit', 'donald', 'trump', 'rep', 'mark', 'meadows']",neutral
623,"['mr', 'president', 'woman', 'michigan', 'name', 'it', 'gov', 'whitmer', 'she', 'duly', 'elected', 'leader', 'state', 'ten', 'million', 'people', 'so', 'please', 'respect', 'donald', 'trump', 'office', 'holds', 'people', 'disagreements', 'still', 'respect']",neutral
624,"['my', 'full', 'statement', 'house', 'impeachment', 'vote']",neutral
625,"['there', 'reason', 'reliant', 'communist', 'country', 'like', 'china', 'maintain', 'status', 'defenders', 'liberty', 'bolstering', 'you', 's', 'mining', 'manufacturing', 'create', 'jobs', 'strengthen', 'economy', 'enhance', 'national', 'supply', 'chain', 'future']",neutral
626,"['seven', 'days', 'jail', 'bail', 'k', 'fine', 'outrageous', 'no', 'surprise', 'texans', 'responding', 'i', 'covering', 'k', 'fine', 'pay', 'i', 'volunteer', 'placed', 'house', 'arrest', 'go', 'work', 'feed', 'kids', 'texas', 'texans', 'helping', 'texans', 'texas', 'attorney', 'general', 'ken', 'paxton', 'immediate', 'release', 'jaileddallas', 'salon', 'owner', 'shelley', 'luther']",negative
627,"['a', 'kid', 'buys', 'two', 'assault', 'weapons', 'days', 'apart', 'rounds', 'ammunition', 'is', 'alone', 'warning', 'sign']",negative
628,"['this', 'may', 'donald', 'trump', 'potential', 'legal', 'problems', 'if', 'claim', 'massive', 'losses', 'avoid', 'paying', 'federal', 'income', 'taxes', 'inflate', 'revenues', 'assets', 'bank', 'documents', 'loan', 'purposes', 'would', 'constitute', 'fraud']",negative
629,"['a', 'kid', 'buys', 'two', 'assault', 'weapons', 'days', 'apart', 'rounds', 'ammunition', 'is', 'alone', 'warning', 'sign']",negative
630,"['this', 'may', 'donald', 'trump', 'potential', 'legal', 'problems', 'if', 'claim', 'massive', 'losses', 'avoid', 'paying', 'federal', 'income', 'taxes', 'inflate', 'revenues', 'assets', 'bank', 'documents', 'loan', 'purposes', 'would', 'constitute', 'fraud']",negative
631,"['the', 'president', 'receiving', 'multiple', 'medications', 'it', 'noteworthy', 'none', 'hydroxychloroquine']",neutral
632,"['this', 'scene', 'president', 'ripping', 'mask', 'posing', 'saluting', 'deranged']",negative
633,"['next', 'debate', 'moderator', 'cut', 'myths']",neutral
634,['istanbul'],neutral
635,"['headline', 'not', 'accurate', 'b', 'solve', 'world', 'hunger', 'w', 'i', 'l', 'prevent', 'geopolitical', 'instability', 'mass', 'migration', 'save', 'million', 'people', 'brink', 'starvation', 'an', 'unprecedented', 'crisis', 'perfect', 'storm', 'due', 'covid', 'conflict', 'climate', 'crises']",negative
636,"['headline', 'not', 'accurate', 'b', 'solve', 'world', 'hunger', 'w', 'i', 'l', 'prevent', 'geopolitical', 'instability', 'mass', 'migration', 'save', 'million', 'people', 'brink', 'starvation', 'an', 'unprecedented', 'crisis', 'perfect', 'storm', 'due', 'covid', 'conflict', 'climate', 'crises']",negative
637,['kavanagh'],negative
638,"['no', 'anti', 'vaxxers', 'face', 'new', 'civil', 'rights', 'movement', 'vaccines', 'medical', 'slavery', 'these', 'offensive', 'comparisons', 'must', 'stop', 'represent', 'colossal', 'misappropriation', 'civil', 'rights', 'movement', 's', 'b', 'vaccines', 'work', 'section']",negative
639,['kavanagh'],negative
640,"['no', 'anti', 'vaxxers', 'face', 'new', 'civil', 'rights', 'movement', 'vaccines', 'medical', 'slavery', 'these', 'offensive', 'comparisons', 'must', 'stop', 'represent', 'colossal', 'misappropriation', 'civil', 'rights', 'movement', 's', 'b', 'vaccines', 'work', 'section']",negative
641,['czechoslovakia'],negative
642,"['f', 'a', 'c', 't', 'no', 'president', 'investigation', 'colluding', 'hostile', 'foreign', 'regime', 'ever', 'appointed', 'someone', 'supreme', 'court']",neutral
643,"['militia', 'district']",negative
644,"['living', 'fast']",neutral
645,"['if', 'ask', 'quiet', 'free', 'agency', 'blessing', 'still', 'got', 'm', 'v', 'p', 'm', 'v', 'p', 'finalist', 'roster', 'preventing', 'better', 'health', 'second', 'full', 'year', 'hone', 'dynamic', 'return', 'roberson', 'plus', 'renewed', 'league', 'parity', 'i', 'liked', 'squad', 'fine', 'to', 'be', 'a', 'thunder']",positive
646,['oh'],negative
647,"['the', 'mayor', 'o', 'k', 'c']",neutral
648,"['s', 't', 'a', 't', 'e', 'm', 'e', 'n', 't', 'while', 'i', 'thankful', 'morning', 'alert', 'false', 'alarm', 'public', 'must', 'confidence', 'emergency', 'alert', 'system', 'i', 'working', 'get', 'bottom', 'prevent', 'error', 'type', 'future']",neutral
649,"['pricent', 'no']",neutral
650,"['the', 'man', ""'s"", 'allowed', 'social', 'media', 'tonight', 'still', 'nuclear', 'codes']",neutral
651,"['complete', 'shame', 'humiliation', 'cast', 'g', 'o', 'p', 'senators', 'voted', 'acquit', 'man']",negative
652,"['we', 'know', 'atlantic', 'story', 'true']",neutral
653,"['pence', 'knew', 'he', 'absolutely', 'knew', 'either', 'assisted', 'looked', 'way', 'either', 'way']",negative
654,"['the', 'president', 'voted', 'mail']",neutral
655,"['pretty', 'simple', 'if', 'senator', 'votes', 'no', 'calling', 'bolton', 'testify', 'knowingly', 'engaging', 'cover']",negative
656,"['g', 'o', 'p', 'senators', 'may', 'vote', 'acquit', 'something', 'truly', 'cleansing', 'national', 'conscience', 'see', 'adam', 'schiff', 'walk', 'chamber', 'shove', 'full', 'dose', 'truth', 'throats']",negative
657,"['pricent', 'no']",neutral
658,"['great', 'news', 'our', 'efforts', 'release', 'memo', 'effective', 'h', 'p', 's', 'i', 'c', 'plans', 'begin', 'process', 'release', 'f', 'b', 'i', 'f', 'i', 's', 'a', 'russia', 'memo', 'this', 'may', 'take', 'congressional', 'work', 'days', 'americans', 'deserve', 'know', 'truth']",positive
659,"['i', 'voting', 'no', 'a', 'h', 'c', 'a', 'statement']",negative
660,"['adam', 'schiff', 'spread', 'false', 'claims', 'collusion', 'fabricated', 'part', 'donald', 'trump', ""'s"", 'phone', 'call', 'deceived', 'everyone', 'speaking', 'whistleblower', 'tonight', 'i', 'plan', 'vote', 'rep', 'andy', 'biggs', 'zs', 'resolution', 'condemn', 'rep', 'adam', 'schiff', ""'s"", 'attempts', 'mislead', 'american', 'people']",negative
661,"['i', 'applaud', 'p', 'o', 't', 'you', 's', 'donald', 'trump', 'laying', 'three', 'pronged', 'approach', 'combat', 'opioid', 'epidemic', 'in', 'order', 'end', 'crisis', 'must', 'cut', 'illegal', 'drug', 'trafficking', 'reduce', 'prescription', 'increase', 'access', 'treatment']",positive
662,['istanbul'],positive
663,"['thank', 'president', 'donald', 'trump', 'fulfilling', 'promise', 'recognize', 'jerusalem', 'unquestionable', 'capital', 'israel']",positive
664,"['here', 'know', 'impeachment', 'process', 'it', 'fast', 'faulty', 'flawed', 'as', 'take', 'vote', 'bottom', 'line', 'american', 'people', 'bribery', 'extortion', 'quid', 'pro', 'quo', 'high', 'crimes', 'misdemeanors', 'committed', 'donald', 'trump']",negative
665,"['i', 'know', 'kim', 'darroch', 'i', 'worked', 'kimdarroch', 'stupid', 'pompous', 'last', 'things', 'call', 'he', 'served', 'governments', 'parties', 'without', 'fear', 'favour', 'he', 'true', 'public', 'servant']",positive
666,"['first', 'good', 'news', 'time', 'congratulations', 'bring', 'back', 'intelligence', 'principle', 'judgment', 'all', 'essential', 'labour', 'service', 'country', 'the', 'corbyn', 'years', 'brought', 'terrible', 'shame', 'monstrous', 'defeat', 'the', 'clearer', 'new', 'start', 'better']",positive
667,"['vladimir', 'putin', 'contempt', 'fear', 'people', 'vote', 'shock', 'anybody', 'the', 'overwhelming', 'evidence', 'malign', 'multiple', 'russian', 'interventions', 'western', 'democratic', 'processes', 'including', 'brexit', 'referendum', 'designed', 'destabilize', 'democratic', 'rule']",negative
668,"['dangerous', 'irresponsible', 'hateful', 'jaw', 'dropping', 'donald', 'trump', 'twitter', 'morning', 'offensive', 'everything', 'stand', 'time', 'apology']",negative
669,"['this', 's', 'o', 'disingenuous', 'he', 'intelligent', 'enough', 'ashamed', 'the', 'egf', 'set', 'provide', 'practical', 'support', 'workers', 'made', 'redundant', 'either', 'reasons', 'associated', 'relocation', 'companies', 'following', 'amendment', 'account', 'economic', 'crisis', 'order', 'assist', 'reintegration', 'labour', 'market']",negative
670,"['just', 'catching', 'piece', 'for', 'record', 'i', 'never', 'offered', 'robert', 'kennedy', 'jr', 'open', 'senate', 'seat', 'simply', 'true', 'feels', 'like', 'important', 'clarification', 'given', 'said', 'elsewhere']",negative
671,"['my', 'lessons', 'dan', 'smith', 'songs', 'really', 'started', 'paying', 'last', 'night', 'i', 'introduced', 'polling', 'booth', 'surprised', 'mary', 'others', 'jumping', 'take', 'part', 'vote']",positive
672,"['president', 'trump', 'spoke', 'directly', 'american', 'people', 'national', 'security', 'crisis', 'southern', 'border', 'p', 'in', 'march', 'first', 'sign', 'serious', 'rebellion', 'italians', 'fascist', 'regime', 'war', 'began', 'strike', 'factory', 'workers', 'joined', 'soldiers', 'singing', 'communist', 'songs', 'even', 'rank', 'file', 'fascist', 'party', 'members']",neutral
673,"['president', 'trump', 'spoke', 'directly', 'american', 'people', 'national', 'security', 'crisis', 'southern', 'border', 'p', 'in', 'march', 'first', 'sign', 'serious', 'rebellion', 'italians', 'fascist', 'regime', 'war', 'began', 'strike', 'factory', 'workers', 'joined', 'soldiers', 'singing', 'communist', 'songs', 'even', 'rank', 'file', 'fascist', 'party', 'members']",neutral
674,"['the', 'y', 'o', 'you', 's', 'continuing', 'work', 'record', 'speed', 'develop', 'effective', 'vaccines', 'treatments', 'c', 'o', 'v', 'i', 'd', 'th']",positive
675,"['americans', 'ready', 'get', 'back', 'work', 'economy', 'ready', 'rebound', 'jobs', 'report']",positive
676,"['we', 'calling', 'resolution', 'condemns', 'chairman', 'adam', 'schiff', 'way', 'abused', 'power', 'mislead', 'american', 'people', 'read', 'complete', 'censure', 'resolution']",neutral
677,"['in', 'recent', 'weeks', 'witnessed', 'thousands', 'peacefully', 'protest', 'across', 'you', 's', 'georgia', 'today', 'i', 'proud', 'join', 'house', 'senate', 'democrats', 'answering', 'calls', 'action', 'introducing', 'legislation', 'combat', 'excessive', 'use', 'force', 'police', 'racial', 'injustice']",positive
678,"['on', 'sun', 'bleached', 'bones', 'history', 'many', 'great', 'nations', 'written', 'pathetic', 'words', 'late', 'they', 'moved', 'late', 'save', 'great', 'nations', 'let', 'us', 'day', 'move', 'later', 'save', 'great', 'nation']",negative
679,"['congratulations', 'enes', 'freedom', 'nomination', 'nobel', 'peace', 'prize', 'proud', 'support', 'efforts', 'bring', 'awareness', 'human', 'rights', 'abuses', 'around', 'world']",positive
680,"['based', 'facts', 'i', 'go', 'gut', 'vote', 'conscience', 'i', 'voted', 'impeach', 'president', 'trump', 'his', 'inciting', 'rhetoric', 'american', 'nationalist', 'absolutely', 'international', 'offense', 'it', 'time', 'put', 'country', 'politics']",negative
681,"['president', 'trump', 'without', 'question', 'driving', 'force', 'catastrophic', 'events', 'took', 'place', 'january', 'encouraging', 'masses', 'rioters', 'incite', 'violence', 'elected', 'officials', 'staff', 'members', 'representative', 'democracy', 'whole']",negative
682,"['congratulations', 'enes', 'freedom', 'nomination', 'nobel', 'peace', 'prize', 'proud', 'support', 'efforts', 'bring', 'awareness', 'human', 'rights', 'abuses', 'around', 'world']",positive
683,"['based', 'facts', 'i', 'go', 'gut', 'vote', 'conscience', 'i', 'voted', 'impeach', 'president', 'trump', 'his', 'inciting', 'rhetoric', 'american', 'nationalist', 'absolutely', 'international', 'offense', 'it', 'time', 'put', 'country', 'politics']",negative
684,"['president', 'trump', 'without', 'question', 'driving', 'force', 'catastrophic', 'events', 'took', 'place', 'january', 'encouraging', 'masses', 'rioters', 'incite', 'violence', 'elected', 'officials', 'staff', 'members', 'representative', 'democracy', 'whole']",negative
685,"['hey', 'donald', 'trump', 'i', 'oppose', 'civil', 'asset', 'forfeiture', 'try', 'destroy', 'career', 'fascist', 'loofa', 'faced', 'shit', 'gibbon']",negative
686,"['but', 'fair', 'within', 'margin', 'error']",neutral
687,"['hey', 'donald', 'trump', 'no', 'one', 'resigned', 'like', 'nixon', 'best', 'i', 'bet', 'could', 'never', 'resigning', 'good', 'bet', 'bad', 'resigner']",negative
688,"['years', 'ago', 'richard', 'nixon', 'left', 'white', 'house', 'resigning', 'presidency', 'amid', 'watergate', 'investigation']",neutral
689,"['militia', 'district']",positive
690,"['i', 'gun', 'owner', 'do', 'tell', 'founders', 'conceived', 'carnage', 'wrote', 'constitution', 'tell', 'us', 'would', 'tolerated', 'madness', 'do', 'want', 'commission', 'stop', 'job']",negative
691,"['women', 'property', 'state', 'travel', 'reason', 'damn', 'well', 'please']",neutral
692,"['members', 'congress', 'elected', 'ballots', 'plan', 'object', 'jan', 'refuse', 'sworn', 'tomorrow', 'for', 'trump', 'legitimate', 'victories', 'legitimate']",negative
693,"['i', 'gun', 'owner', 'do', 'tell', 'founders', 'conceived', 'carnage', 'wrote', 'constitution', 'tell', 'us', 'would', 'tolerated', 'madness', 'do', 'want', 'commission', 'stop', 'job']",negative
694,"['women', 'property', 'state', 'travel', 'reason', 'damn', 'well', 'please']",neutral
695,"['members', 'congress', 'elected', 'ballots', 'plan', 'object', 'jan', 'refuse', 'sworn', 'tomorrow', 'for', 'trump', 'legitimate', 'victories', 'legitimate']",negative
696,"['today', 'senate', 'could', 'passed', 'bill', 'senator', 'sinema', 'address', 'shortage', 'respirators', 'c', 'o', 'v', 'd', 'outbreak', 'result', 'objection', 'senate', 'dems', 'the', 'health', 'well', 'citizens', 'paramount', 'importance']",negative
697,"['today', 'senate', 'could', 'passed', 'bill', 'senator', 'sinema', 'address', 'shortage', 'respirators', 'c', 'o', 'v', 'd', 'outbreak', 'result', 'objection', 'senate', 'dems', 'the', 'health', 'well', 'citizens', 'paramount', 'importance']",negative
698,"['it', 'official', 'rep', 'davids', 'i', 'first', 'native', 'american', 'women', 'congress', 'congress']",positive
699,"['this', 'veteran', 'put', 'life', 'line', 'country', 'the', 'students', 'display', 'blatant', 'hate', 'disrespect', 'intolerance', 'signal', 'common', 'decency', 'decayed', 'administration', 'heartbreaking', 'n', 'n', 'y', 'p']",negative
700,"['it', 'official', 'rep', 'davids', 'i', 'first', 'native', 'american', 'women', 'congress', 'congress']",positive
701,"['this', 'veteran', 'put', 'life', 'line', 'country', 'the', 'students', 'display', 'blatant', 'hate', 'disrespect', 'intolerance', 'signal', 'common', 'decency', 'decayed', 'administration', 'heartbreaking', 'n', 'n', 'y', 'p']",negative
702,"['the', 'dow', 'jones', 'average', 'surpassed', 'first', 'time', 'ever', 'thanks', 'president', 'donald', 'trump', 'pro', 'growth', 'policy', 'america', 'policies', 'well', 'way', 'rebuilding', 'greatest', 'economy', 'history']",positive
703,"['this', 'corrupt', 'rigged', 'railroad', 'job', 'i', 'ever', 'seen', 'entire', 'life']",negative
704,"['as', 'first', 'south', 'american', 'immigrant', 'member', 'congress', 'proudly', 'represents', 'thousands', 'cuban', 'americans', 'i', 'find', 'senator', 'bernie', 'sanders', 'comments', 'cuba', 'cuba', 'absolutely', 'unacceptable']",negative
705,"['i', 'sleeping', 'i', 'trying', 'scream']",negative
706,"['he', 'stored', 'highly', 'classified', 'documents', 'bathroom', 'talk', 'sh', 't', 'show']",negative
707,"['on', 'way', 'home', 'd', 'o', 'm', 'e', 's', 't', 'i', 'c', 'f', 'l', 'i', 'g', 'h', 't', 'muhammad', 'ali', 'jr', 'detained', 'a', 'g', 'a', 'i', 'n', 'd', 'h', 'sgov', 'religiously', 'profiling', 'son']",negative
708,"['i', 'calling', 'immediate', 'resignation', 'y', 'o', 'you', 's', 'secretary', 'labor', 'alex', 'acosta']",neutral
709,"['donald', 'trump', 'your', 'racist', 'insults', 'never', 'change', 'fact', 'unmatched', 'integrity', 'universal', 'bipartisan', 'respect', 'y', 'o', 'you', 'reviled', 'revered', 'oversight', 'dems', 'continue', 'jobs', 'expose', 'corruption', 'countonit']",negative
710,"['mr', 'president', 'let', 'us', 'set', 'politics', 'aside', 'my', 'husband', 'lived', 'suitcase', 'slept', 'chair', 'next', 'hospital', 'bed', 'two', 'months']",negative
711,"['the', 'times', 'found', 'us', 'thank', 'strong', 'leadership', 'empathetic', 'hand', 'speaker', 'pelosi']",positive
712,"['when', 'first', 'lady', 'tells', 'vote']",neutral
713,"['i', 'urge', 'president', 'trump', 'resign', 'i', 'urge', 'vice', 'president', 'pence', 'cabinet', 'secretaries', 'invoke', 'th', 'amendment', 'however', 'actions', 'appear', 'unlikely', 'i', 'cosponsored', 'articles', 'impeachment', 'remove', 'president', 'trump', 'office']",neutral
714,"['one', 'troubling', 'realities', 'days', 'historical', 'ignorance', 'israeli', 'palestinian', 'conflict', 'hamas', 'portrayed', 'part', 'oppressed', 'oppresses', 'gazans', 'persecutes', 'gays', 'uses', 'tunnels', 'protect', 'rockets', 'public', 'human', 'shields']",negative
715,"['blocking', 'funding', 'iron', 'dome', 'may', 'well', 'harm', 'israelis', 'palestinians', 'alike', 'if', 'israel', 'protect', 'citizens', 'hamas', 'go', 'gaza', 'ground', 'prevent', 'fired', 'in', 'case', 'palestinian', 'israeli', 'losses', 'much', 'higher']",negative
716,"['one', 'troubling', 'realities', 'days', 'historical', 'ignorance', 'israeli', 'palestinian', 'conflict', 'hamas', 'portrayed', 'part', 'oppressed', 'oppresses', 'gazans', 'persecutes', 'gays', 'uses', 'tunnels', 'protect', 'rockets', 'public', 'human', 'shields']",negative
